[14 Oct] 03:29:36 | INFO | Iteration #1
[14 Oct] 04:00:01 | INFO | Page #7  Lot #63
[14 Oct] 04:00:02 | INFO | Page #7  Lot #64
[14 Oct] 04:00:02 | INFO | Page #7  Lot #65
[14 Oct] 04:00:02 | INFO | Page #7  Lot #66
[14 Oct] 04:00:03 | INFO | Page #7  Lot #67
[14 Oct] 04:00:03 | INFO | Page #7  Lot #68
[14 Oct] 04:00:03 | INFO | Page #7  Lot #69
[14 Oct] 04:00:04 | INFO | Page #7  Lot #70
[14 Oct] 04:00:05 | INFO | Page #8  Lot #71
[14 Oct] 04:00:06 | INFO | Page #8  Lot #72
[14 Oct] 04:00:06 | INFO | Page #8  Lot #73
[14 Oct] 04:00:06 | INFO | Page #8  Lot #74
[14 Oct] 04:00:07 | INFO | Page #8  Lot #75
[14 Oct] 04:00:07 | INFO | Page #8  Lot #76
[14 Oct] 04:00:07 | INFO | Page #8  Lot #77
[14 Oct] 04:00:08 | INFO | Page #8  Lot #78
[14 Oct] 04:00:08 | INFO | Page #8  Lot #79
[14 Oct] 04:00:08 | INFO | Page #8  Lot #80
[14 Oct] 04:00:11 | INFO | Page #9  Lot #81
[14 Oct] 04:00:12 | INFO | Page #9  Lot #82
[14 Oct] 04:00:12 | INFO | Page #9  Lot #83
[14 Oct] 04:00:12 | INFO | Page #9  Lot #84
[14 Oct] 04:00:13 | INFO | Page #9  Lot #85
[14 Oct] 04:00:13 | INFO | Page #9  Lot #86
[14 Oct] 04:00:13 | INFO | Page #9  Lot #87
[14 Oct] 04:00:14 | INFO | Page #9  Lot #88
[14 Oct] 04:00:14 | INFO | Page #9  Lot #89
[14 Oct] 04:00:14 | INFO | Page #9  Lot #90
[14 Oct] 04:00:16 | INFO | Page #10  Lot #91
[14 Oct] 04:00:16 | INFO | Page #10  Lot #92
[14 Oct] 04:00:16 | INFO | Page #10  Lot #93
[14 Oct] 04:00:17 | INFO | Page #10  Lot #94
[14 Oct] 04:00:17 | INFO | Page #10  Lot #95
[14 Oct] 04:00:17 | INFO | Page #10  Lot #96
[14 Oct] 04:00:18 | INFO | Page #10  Lot #97
[14 Oct] 04:00:18 | INFO | Page #10  Lot #98
[14 Oct] 04:00:18 | INFO | Page #10  Lot #99
[14 Oct] 04:00:19 | INFO | Page #10  Lot #100
[14 Oct] 04:01:20 | INFO | Iteration #18

[14 Oct] 04:01:29 | INFO | Page #1  Lot #1
[14 Oct] 04:01:29 | INFO | Page #1  Lot #2
[14 Oct] 04:01:30 | INFO | Page #1  Lot #3
[14 Oct] 04:01:30 | INFO | Page #1  Lot #4
[14 Oct] 04:01:30 | INFO | Page #1  Lot #5
[14 Oct] 04:01:31 | INFO | Page #1  Lot #6
[14 Oct] 04:01:31 | INFO | Page #1  Lot #7
[14 Oct] 04:01:31 | INFO | Page #1  Lot #8
[14 Oct] 04:01:32 | INFO | Page #1  Lot #9
[14 Oct] 04:01:32 | INFO | Page #1  Lot #10
[14 Oct] 04:01:37 | INFO | Page #2  Lot #11
[14 Oct] 04:01:38 | INFO | Page #2  Lot #12
[14 Oct] 04:01:38 | INFO | Page #2  Lot #13
[14 Oct] 04:01:38 | INFO | Page #2  Lot #14
[14 Oct] 04:01:39 | INFO | Page #2  Lot #15
[14 Oct] 04:01:39 | INFO | Page #2  Lot #16
[14 Oct] 04:01:39 | INFO | Page #2  Lot #17
[14 Oct] 04:01:40 | INFO | Page #2  Lot #18
[14 Oct] 04:01:40 | INFO | Page #2  Lot #19
[14 Oct] 04:01:41 | INFO | Page #2  Lot #20
[14 Oct] 04:01:44 | INFO | Page #3  Lot #21
[14 Oct] 04:01:45 | INFO | Page #3  Lot #22
[14 Oct] 04:01:45 | INFO | Page #3  Lot #23
[14 Oct] 04:01:46 | INFO | Page #3  Lot #24
[14 Oct] 04:01:46 | INFO | Page #3  Lot #25
[14 Oct] 04:01:46 | INFO | Page #3  Lot #26
[14 Oct] 04:01:47 | INFO | Page #3  Lot #27
[14 Oct] 04:01:47 | INFO | Page #3  Lot #28
[14 Oct] 04:01:47 | INFO | Page #3  Lot #29
[14 Oct] 04:01:48 | INFO | Page #3  Lot #30
[14 Oct] 04:01:58 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:02:58 | INFO | Iteration #19

[14 Oct] 04:03:08 | INFO | Page #1  Lot #1
[14 Oct] 04:03:08 | INFO | Page #1  Lot #2
[14 Oct] 04:03:08 | INFO | Page #1  Lot #3
[14 Oct] 04:03:09 | INFO | Page #1  Lot #4
[14 Oct] 04:03:09 | INFO | Page #1  Lot #5
[14 Oct] 04:03:09 | INFO | Page #1  Lot #6
[14 Oct] 04:03:10 | INFO | Page #1  Lot #7
[14 Oct] 04:03:10 | INFO | Page #1  Lot #8
[14 Oct] 04:03:10 | INFO | Page #1  Lot #9
[14 Oct] 04:03:11 | INFO | Page #1  Lot #10
[14 Oct] 04:03:12 | INFO | Page #2  Lot #11
[14 Oct] 04:03:12 | INFO | Page #2  Lot #12
[14 Oct] 04:03:12 | INFO | Page #2  Lot #13
[14 Oct] 04:03:13 | INFO | Page #2  Lot #14
[14 Oct] 04:03:13 | INFO | Page #2  Lot #15
[14 Oct] 04:03:13 | INFO | Page #2  Lot #16
[14 Oct] 04:03:14 | INFO | Page #2  Lot #17
[14 Oct] 04:03:14 | INFO | Page #2  Lot #18
[14 Oct] 04:03:14 | INFO | Page #2  Lot #19
[14 Oct] 04:03:15 | INFO | Page #2  Lot #20
[14 Oct] 04:03:17 | INFO | Page #3  Lot #21
[14 Oct] 04:03:17 | INFO | Page #3  Lot #22
[14 Oct] 04:03:17 | INFO | Page #3  Lot #23
[14 Oct] 04:03:18 | INFO | Page #3  Lot #24
[14 Oct] 04:03:18 | INFO | Page #3  Lot #25
[14 Oct] 04:03:18 | INFO | Page #3  Lot #26
[14 Oct] 04:03:19 | INFO | Page #3  Lot #27
[14 Oct] 04:03:19 | INFO | Page #3  Lot #28
[14 Oct] 04:03:19 | INFO | Page #3  Lot #29
[14 Oct] 04:03:20 | INFO | Page #3  Lot #30
[14 Oct] 04:03:21 | INFO | Page #4  Lot #31
[14 Oct] 04:03:21 | INFO | Page #4  Lot #32
[14 Oct] 04:03:22 | INFO | Page #4  Lot #33
[14 Oct] 04:03:22 | INFO | Page #4  Lot #34
[14 Oct] 04:03:22 | INFO | Page #4  Lot #35
[14 Oct] 04:03:23 | INFO | Page #4  Lot #36
[14 Oct] 04:03:23 | INFO | Page #4  Lot #37
[14 Oct] 04:03:23 | INFO | Page #4  Lot #38
[14 Oct] 04:03:24 | INFO | Page #4  Lot #39
[14 Oct] 04:03:24 | INFO | Page #4  Lot #40
[14 Oct] 04:03:25 | INFO | Page #5  Lot #41
[14 Oct] 04:03:26 | INFO | Page #5  Lot #42
[14 Oct] 04:03:26 | INFO | Page #5  Lot #43
[14 Oct] 04:03:27 | INFO | Page #5  Lot #44
[14 Oct] 04:03:27 | INFO | Page #5  Lot #45
[14 Oct] 04:03:27 | INFO | Page #5  Lot #46
[14 Oct] 04:03:28 | INFO | Page #5  Lot #47
[14 Oct] 04:03:28 | INFO | Page #5  Lot #48
[14 Oct] 04:03:28 | INFO | Page #5  Lot #49
[14 Oct] 04:03:29 | INFO | Page #5  Lot #50
[14 Oct] 04:03:30 | INFO | Page #6  Lot #51
[14 Oct] 04:03:30 | INFO | Page #6  Lot #52
[14 Oct] 04:03:31 | INFO | Page #6  Lot #53
[14 Oct] 04:03:31 | INFO | Page #6  Lot #54
[14 Oct] 04:03:31 | INFO | Page #6  Lot #55
[14 Oct] 04:03:32 | INFO | Page #6  Lot #56
[14 Oct] 04:03:32 | INFO | Page #6  Lot #57
[14 Oct] 04:03:32 | INFO | Page #6  Lot #58
[14 Oct] 04:03:33 | INFO | Page #6  Lot #59
[14 Oct] 04:03:33 | INFO | Page #6  Lot #60
[14 Oct] 04:03:34 | INFO | Page #7  Lot #61
[14 Oct] 04:03:35 | INFO | Page #7  Lot #62
[14 Oct] 04:03:35 | INFO | Page #7  Lot #63
[14 Oct] 04:03:35 | INFO | Page #7  Lot #64
[14 Oct] 04:03:36 | INFO | Page #7  Lot #65
[14 Oct] 04:03:36 | INFO | Page #7  Lot #66
[14 Oct] 04:03:36 | INFO | Page #7  Lot #67
[14 Oct] 04:03:37 | INFO | Page #7  Lot #68
[14 Oct] 04:03:37 | INFO | Page #7  Lot #69
[14 Oct] 04:03:37 | INFO | Page #7  Lot #70
[14 Oct] 04:03:38 | INFO | Page #8  Lot #71
[14 Oct] 04:03:39 | INFO | Page #8  Lot #72
[14 Oct] 04:03:39 | INFO | Page #8  Lot #73
[14 Oct] 04:03:39 | INFO | Page #8  Lot #74
[14 Oct] 04:03:40 | INFO | Page #8  Lot #75
[14 Oct] 04:03:40 | INFO | Page #8  Lot #76
[14 Oct] 04:03:40 | INFO | Page #8  Lot #77
[14 Oct] 04:03:41 | INFO | Page #8  Lot #78
[14 Oct] 04:03:41 | INFO | Page #8  Lot #79
[14 Oct] 04:03:41 | INFO | Page #8  Lot #80
[14 Oct] 04:03:45 | INFO | Page #9  Lot #81
[14 Oct] 04:03:46 | INFO | Page #9  Lot #82
[14 Oct] 04:03:46 | INFO | Page #9  Lot #83
[14 Oct] 04:03:46 | INFO | Page #9  Lot #84
[14 Oct] 04:03:47 | INFO | Page #9  Lot #85
[14 Oct] 04:03:47 | INFO | Page #9  Lot #86
[14 Oct] 04:03:47 | INFO | Page #9  Lot #87
[14 Oct] 04:03:48 | INFO | Page #9  Lot #88
[14 Oct] 04:03:48 | INFO | Page #9  Lot #89
[14 Oct] 04:03:48 | INFO | Page #9  Lot #90
[14 Oct] 04:03:50 | INFO | Page #10  Lot #91
[14 Oct] 04:03:51 | INFO | Page #10  Lot #92
[14 Oct] 04:03:51 | INFO | Page #10  Lot #93
[14 Oct] 04:03:51 | INFO | Page #10  Lot #94
[14 Oct] 04:03:52 | INFO | Page #10  Lot #95
[14 Oct] 04:03:52 | INFO | Page #10  Lot #96
[14 Oct] 04:03:52 | INFO | Page #10  Lot #97
[14 Oct] 04:03:53 | INFO | Page #10  Lot #98
[14 Oct] 04:03:53 | INFO | Page #10  Lot #99
[14 Oct] 04:03:53 | INFO | Page #10  Lot #100
[14 Oct] 04:04:54 | INFO | Iteration #20

[14 Oct] 04:05:03 | INFO | Page #1  Lot #1
[14 Oct] 04:05:04 | INFO | Page #1  Lot #2
[14 Oct] 04:05:04 | INFO | Page #1  Lot #3
[14 Oct] 04:05:04 | INFO | Page #1  Lot #4
[14 Oct] 04:05:05 | INFO | Page #1  Lot #5
[14 Oct] 04:05:05 | INFO | Page #1  Lot #6
[14 Oct] 04:05:05 | INFO | Page #1  Lot #7
[14 Oct] 04:05:06 | INFO | Page #1  Lot #8
[14 Oct] 04:05:06 | INFO | Page #1  Lot #9
[14 Oct] 04:05:06 | INFO | Page #1  Lot #10
[14 Oct] 04:05:09 | INFO | Page #2  Lot #11
[14 Oct] 04:05:09 | INFO | Page #2  Lot #12
[14 Oct] 04:05:09 | INFO | Page #2  Lot #13
[14 Oct] 04:05:10 | INFO | Page #2  Lot #14
[14 Oct] 04:05:10 | INFO | Page #2  Lot #15
[14 Oct] 04:05:10 | INFO | Page #2  Lot #16
[14 Oct] 04:05:11 | INFO | Page #2  Lot #17
[14 Oct] 04:05:11 | INFO | Page #2  Lot #18
[14 Oct] 04:05:11 | INFO | Page #2  Lot #19
[14 Oct] 04:05:12 | INFO | Page #2  Lot #20
[14 Oct] 04:05:13 | INFO | Page #3  Lot #21
[14 Oct] 04:05:14 | INFO | Page #3  Lot #22
[14 Oct] 04:05:14 | INFO | Page #3  Lot #23
[14 Oct] 04:05:14 | INFO | Page #3  Lot #24
[14 Oct] 04:05:15 | INFO | Page #3  Lot #25
[14 Oct] 04:05:15 | INFO | Page #3  Lot #26
[14 Oct] 04:05:15 | INFO | Page #3  Lot #27
[14 Oct] 04:05:16 | INFO | Page #3  Lot #28
[14 Oct] 04:05:16 | INFO | Page #3  Lot #29
[14 Oct] 04:05:16 | INFO | Page #3  Lot #30
[14 Oct] 04:05:18 | INFO | Page #4  Lot #31
[14 Oct] 04:05:18 | INFO | Page #4  Lot #32
[14 Oct] 04:05:18 | INFO | Page #4  Lot #33
[14 Oct] 04:05:19 | INFO | Page #4  Lot #34
[14 Oct] 04:05:19 | INFO | Page #4  Lot #35
[14 Oct] 04:05:20 | INFO | Page #4  Lot #36
[14 Oct] 04:05:20 | INFO | Page #4  Lot #37
[14 Oct] 04:05:20 | INFO | Page #4  Lot #38
[14 Oct] 04:05:21 | INFO | Page #4  Lot #39
[14 Oct] 04:05:21 | INFO | Page #4  Lot #40
[14 Oct] 04:05:23 | INFO | Page #5  Lot #41
[14 Oct] 04:05:24 | INFO | Page #5  Lot #42
[14 Oct] 04:05:24 | INFO | Page #5  Lot #43
[14 Oct] 04:05:24 | INFO | Page #5  Lot #44
[14 Oct] 04:05:25 | INFO | Page #5  Lot #45
[14 Oct] 04:05:25 | INFO | Page #5  Lot #46
[14 Oct] 04:05:25 | INFO | Page #5  Lot #47
[14 Oct] 04:05:26 | INFO | Page #5  Lot #48
[14 Oct] 04:05:26 | INFO | Page #5  Lot #49
[14 Oct] 04:05:27 | INFO | Page #5  Lot #50
[14 Oct] 04:05:28 | INFO | Page #6  Lot #51
[14 Oct] 04:05:28 | INFO | Page #6  Lot #52
[14 Oct] 04:05:29 | INFO | Page #6  Lot #53
[14 Oct] 04:05:29 | INFO | Page #6  Lot #54
[14 Oct] 04:05:29 | INFO | Page #6  Lot #55
[14 Oct] 04:05:30 | INFO | Page #6  Lot #56
[14 Oct] 04:05:30 | INFO | Page #6  Lot #57
[14 Oct] 04:05:30 | INFO | Page #6  Lot #58
[14 Oct] 04:05:31 | INFO | Page #6  Lot #59
[14 Oct] 04:05:31 | INFO | Page #6  Lot #60
[14 Oct] 04:05:33 | INFO | Page #7  Lot #61
[14 Oct] 04:05:33 | INFO | Page #7  Lot #62
[14 Oct] 04:05:33 | INFO | Page #7  Lot #63
[14 Oct] 04:05:34 | INFO | Page #7  Lot #64
[14 Oct] 04:05:34 | INFO | Page #7  Lot #65
[14 Oct] 04:05:34 | INFO | Page #7  Lot #66
[14 Oct] 04:05:35 | INFO | Page #7  Lot #67
[14 Oct] 04:05:35 | INFO | Page #7  Lot #68
[14 Oct] 04:05:35 | INFO | Page #7  Lot #69
[14 Oct] 04:05:36 | INFO | Page #7  Lot #70
[14 Oct] 04:05:38 | INFO | Page #8  Lot #71
[14 Oct] 04:05:38 | INFO | Page #8  Lot #72
[14 Oct] 04:05:38 | INFO | Page #8  Lot #73
[14 Oct] 04:05:39 | INFO | Page #8  Lot #74
[14 Oct] 04:05:39 | INFO | Page #8  Lot #75
[14 Oct] 04:05:39 | INFO | Page #8  Lot #76
[14 Oct] 04:05:40 | INFO | Page #8  Lot #77
[14 Oct] 04:05:40 | INFO | Page #8  Lot #78
[14 Oct] 04:05:40 | INFO | Page #8  Lot #79
[14 Oct] 04:05:41 | INFO | Page #8  Lot #80
[14 Oct] 04:05:42 | INFO | Page #9  Lot #81
[14 Oct] 04:05:42 | INFO | Page #9  Lot #82
[14 Oct] 04:05:43 | INFO | Page #9  Lot #83
[14 Oct] 04:05:43 | INFO | Page #9  Lot #84
[14 Oct] 04:05:43 | INFO | Page #9  Lot #85
[14 Oct] 04:05:44 | INFO | Page #9  Lot #86
[14 Oct] 04:05:44 | INFO | Page #9  Lot #87
[14 Oct] 04:05:45 | INFO | Page #9  Lot #88
[14 Oct] 04:05:45 | INFO | Page #9  Lot #89
[14 Oct] 04:05:45 | INFO | Page #9  Lot #90
[14 Oct] 04:05:48 | INFO | Page #10  Lot #91
[14 Oct] 04:05:48 | INFO | Page #10  Lot #92
[14 Oct] 04:05:48 | INFO | Page #10  Lot #93
[14 Oct] 04:05:49 | INFO | Page #10  Lot #94
[14 Oct] 04:05:49 | INFO | Page #10  Lot #95
[14 Oct] 04:05:49 | INFO | Page #10  Lot #96
[14 Oct] 04:05:50 | INFO | Page #10  Lot #97
[14 Oct] 04:05:50 | INFO | Page #10  Lot #98
[14 Oct] 04:05:50 | INFO | Page #10  Lot #99
[14 Oct] 04:05:51 | INFO | Page #10  Lot #100
[14 Oct] 04:06:52 | INFO | Iteration #21

[14 Oct] 04:07:01 | INFO | Page #1  Lot #1
[14 Oct] 04:07:02 | INFO | Page #1  Lot #2
[14 Oct] 04:07:02 | INFO | Page #1  Lot #3
[14 Oct] 04:07:02 | INFO | Page #1  Lot #4
[14 Oct] 04:07:03 | INFO | Page #1  Lot #5
[14 Oct] 04:07:03 | INFO | Page #1  Lot #6
[14 Oct] 04:07:03 | INFO | Page #1  Lot #7
[14 Oct] 04:07:04 | INFO | Page #1  Lot #8
[14 Oct] 04:07:04 | INFO | Page #1  Lot #9
[14 Oct] 04:07:04 | INFO | Page #1  Lot #10
[14 Oct] 04:07:09 | INFO | Page #2  Lot #11
[14 Oct] 04:07:10 | INFO | Page #2  Lot #12
[14 Oct] 04:07:10 | INFO | Page #2  Lot #13
[14 Oct] 04:07:10 | INFO | Page #2  Lot #14
[14 Oct] 04:07:11 | INFO | Page #2  Lot #15
[14 Oct] 04:07:11 | INFO | Page #2  Lot #16
[14 Oct] 04:07:11 | INFO | Page #2  Lot #17
[14 Oct] 04:07:12 | INFO | Page #2  Lot #18
[14 Oct] 04:07:12 | INFO | Page #2  Lot #19
[14 Oct] 04:07:12 | INFO | Page #2  Lot #20
[14 Oct] 04:07:23 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:08:23 | INFO | Iteration #22

[14 Oct] 04:08:32 | INFO | Page #1  Lot #1
[14 Oct] 04:08:32 | INFO | Page #1  Lot #2
[14 Oct] 04:08:32 | INFO | Page #1  Lot #3
[14 Oct] 04:08:33 | INFO | Page #1  Lot #4
[14 Oct] 04:08:33 | INFO | Page #1  Lot #5
[14 Oct] 04:08:33 | INFO | Page #1  Lot #6
[14 Oct] 04:08:34 | INFO | Page #1  Lot #7
[14 Oct] 04:08:34 | INFO | Page #1  Lot #8
[14 Oct] 04:08:34 | INFO | Page #1  Lot #9
[14 Oct] 04:08:35 | INFO | Page #1  Lot #10
[14 Oct] 04:08:36 | INFO | Page #2  Lot #11
[14 Oct] 04:08:36 | INFO | Page #2  Lot #12
[14 Oct] 04:08:36 | INFO | Page #2  Lot #13
[14 Oct] 04:08:37 | INFO | Page #2  Lot #14
[14 Oct] 04:08:37 | INFO | Page #2  Lot #15
[14 Oct] 04:08:37 | INFO | Page #2  Lot #16
[14 Oct] 04:08:38 | INFO | Page #2  Lot #17
[14 Oct] 04:08:38 | INFO | Page #2  Lot #18
[14 Oct] 04:08:38 | INFO | Page #2  Lot #19
[14 Oct] 04:08:39 | INFO | Page #2  Lot #20
[14 Oct] 04:08:49 | ERROR | Scaping error 
Message: 
Stacktrace:
	GetHandleVerifier [0x00007FF64A7C8EF2+54786]
	(No symbol) [0x00007FF64A735612]
	(No symbol) [0x00007FF64A5EA64B]
	(No symbol) [0x00007FF64A62B79C]
	(No symbol) [0x00007FF64A62B91C]
	(No symbol) [0x00007FF64A666D87]
	(No symbol) [0x00007FF64A64BEAF]
	(No symbol) [0x00007FF64A664D02]
	(No symbol) [0x00007FF64A64BC43]
	(No symbol) [0x00007FF64A620941]
	(No symbol) [0x00007FF64A621B84]
	GetHandleVerifier [0x00007FF64AB17F52+3524194]
	GetHandleVerifier [0x00007FF64AB6D800+3874576]
	GetHandleVerifier [0x00007FF64AB65D7F+3843215]
	GetHandleVerifier [0x00007FF64A865086+694166]
	(No symbol) [0x00007FF64A740A88]
	(No symbol) [0x00007FF64A73CA94]
	(No symbol) [0x00007FF64A73CBC2]
	(No symbol) [0x00007FF64A72CC83]
	BaseThreadInitThunk [0x00007FFBF5F27344+20]
	RtlUserThreadStart [0x00007FFBF73826B1+33]

[14 Oct] 04:09:49 | INFO | Iteration #23

[14 Oct] 04:09:58 | INFO | Page #1  Lot #1
[14 Oct] 04:09:58 | INFO | Page #1  Lot #2
[14 Oct] 04:09:59 | INFO | Page #1  Lot #3
[14 Oct] 04:09:59 | INFO | Page #1  Lot #4
[14 Oct] 04:09:59 | INFO | Page #1  Lot #5
[14 Oct] 04:10:00 | INFO | Page #1  Lot #6
[14 Oct] 04:10:00 | INFO | Page #1  Lot #7
[14 Oct] 04:10:01 | INFO | Page #1  Lot #8
[14 Oct] 04:10:01 | INFO | Page #1  Lot #9
[14 Oct] 04:10:01 | INFO | Page #1  Lot #10
[14 Oct] 04:10:03 | INFO | Page #2  Lot #11
[14 Oct] 04:10:03 | INFO | Page #2  Lot #12
[14 Oct] 04:10:03 | INFO | Page #2  Lot #13
[14 Oct] 04:10:04 | INFO | Page #2  Lot #14
[14 Oct] 04:10:04 | INFO | Page #2  Lot #15
[14 Oct] 04:10:04 | INFO | Page #2  Lot #16
[14 Oct] 04:10:05 | INFO | Page #2  Lot #17
[14 Oct] 04:10:05 | INFO | Page #2  Lot #18
[14 Oct] 04:10:05 | INFO | Page #2  Lot #19
[14 Oct] 04:10:06 | INFO | Page #2  Lot #20
[14 Oct] 04:10:07 | INFO | Page #3  Lot #21
[14 Oct] 04:10:07 | INFO | Page #3  Lot #22
[14 Oct] 04:10:08 | INFO | Page #3  Lot #23
[14 Oct] 04:10:08 | INFO | Page #3  Lot #24
[14 Oct] 04:10:08 | INFO | Page #3  Lot #25
[14 Oct] 04:10:09 | INFO | Page #3  Lot #26
[14 Oct] 04:10:09 | INFO | Page #3  Lot #27
[14 Oct] 04:10:09 | INFO | Page #3  Lot #28
[14 Oct] 04:10:10 | INFO | Page #3  Lot #29
[14 Oct] 04:10:10 | INFO | Page #3  Lot #30
[14 Oct] 04:10:13 | INFO | Page #4  Lot #31
[14 Oct] 04:10:13 | INFO | Page #4  Lot #32
[14 Oct] 04:10:13 | INFO | Page #4  Lot #33
[14 Oct] 04:10:14 | INFO | Page #4  Lot #34
[14 Oct] 04:10:14 | INFO | Page #4  Lot #35
[14 Oct] 04:10:14 | INFO | Page #4  Lot #36
[14 Oct] 04:10:15 | INFO | Page #4  Lot #37
[14 Oct] 04:10:15 | INFO | Page #4  Lot #38
[14 Oct] 04:10:15 | INFO | Page #4  Lot #39
[14 Oct] 04:10:16 | INFO | Page #4  Lot #40
[14 Oct] 04:10:17 | INFO | Page #5  Lot #41
[14 Oct] 04:10:17 | INFO | Page #5  Lot #42
[14 Oct] 04:10:18 | INFO | Page #5  Lot #43
[14 Oct] 04:10:18 | INFO | Page #5  Lot #44
[14 Oct] 04:10:19 | INFO | Page #5  Lot #45
[14 Oct] 04:10:19 | INFO | Page #5  Lot #46
[14 Oct] 04:10:19 | INFO | Page #5  Lot #47
[14 Oct] 04:10:20 | INFO | Page #5  Lot #48
[14 Oct] 04:10:20 | INFO | Page #5  Lot #49
[14 Oct] 04:10:20 | INFO | Page #5  Lot #50
[14 Oct] 04:10:22 | INFO | Page #6  Lot #51
[14 Oct] 04:10:22 | INFO | Page #6  Lot #52
[14 Oct] 04:10:22 | INFO | Page #6  Lot #53
[14 Oct] 04:10:23 | INFO | Page #6  Lot #54
[14 Oct] 04:10:23 | INFO | Page #6  Lot #55
[14 Oct] 04:10:23 | INFO | Page #6  Lot #56
[14 Oct] 04:10:24 | INFO | Page #6  Lot #57
[14 Oct] 04:10:24 | INFO | Page #6  Lot #58
[14 Oct] 04:10:24 | INFO | Page #6  Lot #59
[14 Oct] 04:10:25 | INFO | Page #6  Lot #60
[14 Oct] 04:10:26 | INFO | Page #7  Lot #61
[14 Oct] 04:10:26 | INFO | Page #7  Lot #62
[14 Oct] 04:10:27 | INFO | Page #7  Lot #63
[14 Oct] 04:10:27 | INFO | Page #7  Lot #64
[14 Oct] 04:10:27 | INFO | Page #7  Lot #65
[14 Oct] 04:10:28 | INFO | Page #7  Lot #66
[14 Oct] 04:10:28 | INFO | Page #7  Lot #67
[14 Oct] 04:10:28 | INFO | Page #7  Lot #68
[14 Oct] 04:10:29 | INFO | Page #7  Lot #69
[14 Oct] 04:10:29 | INFO | Page #7  Lot #70
[14 Oct] 04:10:32 | INFO | Page #8  Lot #71
[14 Oct] 04:10:32 | INFO | Page #8  Lot #72
[14 Oct] 04:10:33 | INFO | Page #8  Lot #73
[14 Oct] 04:10:33 | INFO | Page #8  Lot #74
[14 Oct] 04:10:33 | INFO | Page #8  Lot #75
[14 Oct] 04:10:34 | INFO | Page #8  Lot #76
[14 Oct] 04:10:34 | INFO | Page #8  Lot #77
[14 Oct] 04:10:35 | INFO | Page #8  Lot #78
[14 Oct] 04:10:35 | INFO | Page #8  Lot #79
[14 Oct] 04:10:35 | INFO | Page #8  Lot #80
[14 Oct] 04:10:37 | INFO | Page #9  Lot #81
[14 Oct] 04:10:37 | INFO | Page #9  Lot #82
[14 Oct] 04:10:38 | INFO | Page #9  Lot #83
[14 Oct] 04:10:38 | INFO | Page #9  Lot #84
[14 Oct] 04:10:38 | INFO | Page #9  Lot #85
[14 Oct] 04:10:39 | INFO | Page #9  Lot #86
[14 Oct] 04:10:39 | INFO | Page #9  Lot #87
[14 Oct] 04:10:40 | INFO | Page #9  Lot #88
[14 Oct] 04:10:40 | INFO | Page #9  Lot #89
[14 Oct] 04:10:40 | INFO | Page #9  Lot #90
[14 Oct] 04:10:44 | INFO | Page #10  Lot #91
[14 Oct] 04:10:44 | INFO | Page #10  Lot #92
[14 Oct] 04:10:44 | INFO | Page #10  Lot #93
[14 Oct] 04:10:45 | INFO | Page #10  Lot #94
[14 Oct] 04:10:45 | INFO | Page #10  Lot #95
[14 Oct] 04:10:45 | INFO | Page #10  Lot #96
[14 Oct] 04:10:46 | INFO | Page #10  Lot #97
